question_id,category,subcategory,question,options_json,answer,contexts_json
1112,temporal_reasoning,comparison,"Which of the following happened first? A) Tasha led cupcake baking, oven management, and coordinated the move to eat upstairs, B) Alice managed dish heating and coordinated outdoor table setup and cleaning before dining, C) Lucia returned home, unpacked groceries, and rearranged the fridge for desserts and wine D) Shure led rack and whiteboard assembly, then organized workspace and meal logistics, E) Jake paid for groceries, shopped Hema, played arcade games, and bought barbecue supplies,","[""A"", ""B"", ""C"", ""D"", ""E""]",D,"{""DAY1_13100000_14100000"": [""SHURE""], ""DAY1_14100000_14200000"": [""ALICE""], ""DAY1_20100000_20500000"": [""TASHA""], ""DAY3_15400000_16400000"": [""JAKE""], ""DAY3_18000000_18200000"": [""LUCIA""]}"
1113,temporal_reasoning,comparison,"Which of the following happened first? A) Lucia oversaw reimbursements and dismantled a cabinet before departure planning B) Alice coordinated takeout ordering and kitchen prep after organizing groceries, C) Shure managed recording setups while the group planned meals and budgets, D) Katrina led themed room planning and wrapped up the session, E) Jake finalized plans for the evening BBQ and post-dinner activities,","[""A"", ""B"", ""C"", ""D"", ""E""]",E,"{""DAY1_12100000_13100000"": [""JAKE""], ""DAY1_19100000_20100000"": [""ALICE""], ""DAY2_22500000_23000000"": [""KATRINA""], ""DAY4_12500000_13500000"": [""SHURE""], ""DAY7_17300000_18300000"": [""LUCIA""]}"
1114,temporal_reasoning,comparison,What happened between when Tasha returned to the first-floor table and sorted cards and when Shure chatted about Valorant while organizing his room?,"[""Alice compared strawberry boxes with Tasha and Jake, choosing the larger pack."", ""Jake carried a fill light downstairs and left the living room."", ""Katrina held a sunrise meeting before the trip began."", ""Lucia facilitated an auction, discussing bookmarks and postcards."", ""Tasha finished packing her bag the previous night.""]","Alice compared strawberry boxes with Tasha and Jake, choosing the larger pack.","{""DAY1_11430000_11433000"": [""TASHA""], ""DAY1_17223000_17230000"": [""ALICE""], ""DAY6_12340000_12343000"": [""SHURE""], ""DAY6_16463000_16470000"": [""LUCIA""], ""DAY7_14020000_14023000"": [""JAKE""]}"
1115,temporal_reasoning,comparison,"Which of the following happened last? A) Jake grabbed a power bank and chose to hang out upstairs, B) Lucia and friends debated a broken bathroom lock while snacking, C) Shure sat watching others perform attentively D) Tasha guided Jake on washing and unpacked kitchen items, E) Alice led a nighttime walk, chatting about a puppy and supermarket,","[""A"", ""B"", ""C"", ""D"", ""E""]",C,"{""DAY1_13510000_13513000"": [""TASHA""], ""DAY1_21473000_21480000"": [""LUCIA""], ""DAY6_19370000_19373000"": [""ALICE""], ""DAY6_19400000_19403000"": [""JAKE""], ""DAY6_20540000_20543000"": [""SHURE""]}"
1116,temporal_reasoning,comparison,Which is the correct sequence of events? A) Tasha unpacked bags and opened eggs from a takeout/grocery haul. B) Alice looked over items on the table and asked about their puzzle. C) Katrina followed videos to learn a dance.,"[""A-B-C"", ""B-A-C"", ""A-C-B"", ""C-A-B"", ""B-C-A""]",C-A-B,"{""DAY1_13263000_13270000"": [""ALICE""], ""DAY2_15330000_15333000"": [""KATRINA""], ""DAY4_16033000_16040000"": [""LUCIA""], ""DAY5_11523000_11530000"": [""JAKE""], ""DAY6_14563000_14570000"": [""TASHA""]}"
1117,temporal_reasoning,comparison,"Which of the following happened first? A) Tasha watched a video of two boys online, B) Shure set the air conditioner and chatted with Jake, C) Lucia helped adjust a lamp while talking with others, D) Alice opened the camera and photographed a building scene E) Jake left the dining area and unplugged a computer cable,","[""A"", ""B"", ""C"", ""D"", ""E""]",B,"{""DAY2_18340000_18343000"": [""SHURE""], ""DAY2_22353000_22360000"": [""TASHA""], ""DAY3_21290000_21293000"": [""LUCIA""], ""DAY4_11383000_11390000"": [""JAKE""], ""DAY4_21170000_21173000"": [""ALICE""]}"
1118,temporal_reasoning,comparison,"Which of the following happened first? A) Alice’s group realized they’d deviated from their route, B) Katrina checked a broken bathroom door and took mirror photos, C) Lucia prepared to photograph a cake during dinner, D) Tasha chatted about pilots’ eyesight and balance, E) Jake suggested picking up a package while friends cooked","[""A"", ""B"", ""C"", ""D"", ""E""]",B,"{""DAY1_21480000_21483000"": [""KATRINA""], ""DAY2_11460000_11463000"": [""TASHA""], ""DAY3_15343000_15350000"": [""ALICE""], ""DAY3_22070000_22073000"": [""LUCIA""], ""DAY5_18523000_18530000"": [""JAKE""]}"
1119,temporal_reasoning,comparison,"Which of the following happened first? A) Jake researched Grain Rain foods on his phone while recording, B) Shure adjusted audio software at a computer as Nicous played piano C) Alice watched Lucia play an arcade game and checked her phone, D) Tasha coordinated shopping and took a call about picking up tomorrow, E) Lucia reentered, dried her hands while Tasha and Alice did makeup,","[""A"", ""B"", ""C"", ""D"", ""E""]",D,"{""DAY1_17290000_17293000"": [""TASHA""], ""DAY2_12583000_12590000"": [""LUCIA""], ""DAY3_16103000_16110000"": [""ALICE""], ""DAY4_12063000_12070000"": [""JAKE""], ""DAY6_12283000_12290000"": [""SHURE""]}"
1120,temporal_reasoning,comparison,"Which of the following happened last? A) Katrina cleaned up, cut decorations, and talked with Shure on the sofa, B) Jake and Lucia pushed a cart toward a store entrance, chatting, C) Lucia turned off music and adjusted phone, glasses, and hair, D) Alice directed Tasha to arrange egg tarts, settling on three or four E) Tasha opened a delivery box and examined two items while Shure sang,","[""A"", ""B"", ""C"", ""D"", ""E""]",D,"{""DAY4_17223000_17230000"": [""LUCIA""], ""DAY4_17353000_17360000"": [""TASHA""], ""DAY5_15590000_15593000"": [""JAKE""], ""DAY5_22533000_22540000"": [""KATRINA""], ""DAY6_16033000_16040000"": [""ALICE""]}"
1121,temporal_reasoning,comparison,"Which of the following happened first? A) Tasha led puzzle assembly and organized the kitchen for cooking, B) Jake supervised supermarket shopping and coordinated pickup and transport, C) Shure balanced project work with coffee brewing and takeout planning D) Lucia coordinated morning setup and planned an eco-themed event agenda, E) Alice joined a lakeside walk and practiced diabolo with the group,","[""A"", ""B"", ""C"", ""D"", ""E""]",D,"{""DAY1_11090000_12100000"": [""LUCIA""], ""DAY1_13100000_14100000"": [""TASHA""], ""DAY3_14400000_15400000"": [""ALICE""], ""DAY3_16400000_17400000"": [""JAKE""], ""DAY4_11500000_12500000"": [""SHURE""]}"
1122,temporal_reasoning,comparison,"Which of the following happened first? A) Alice practiced a tutorial dance and helped record the group's routine, B) Katrina coordinated food prep while selecting a dance video, C) Lucia dismantled decorations and coordinated packing before heading out D) Jake joined a late-night singalong while choosing songs with friends, E) Tasha coordinated cupcake auction plans during the group's home tour,","[""A"", ""B"", ""C"", ""D"", ""E""]",B,"{""DAY2_11200000_11300000"": [""KATRINA""], ""DAY2_16000000_16100000"": [""ALICE""], ""DAY4_22000000_22100000"": [""JAKE""], ""DAY6_17400000_17500000"": [""TASHA""], ""DAY7_18400000_18500000"": [""LUCIA""]}"
1123,temporal_reasoning,comparison,"Which of the following happened first? A) Alice listened as friends discussed pet food, live mice, and mealworms, B) Tasha browsed other ticket times and chatted with Jake on WeChat, C) Lucia studied the cake in the oven and discussed timing in the kitchen, D) Jake watched the group review sheet music during band practice E) Shure told Jake he could remotely access data and pull code,","[""A"", ""B"", ""C"", ""D"", ""E""]",B,"{""DAY2_11270000_11273000"": [""TASHA""], ""DAY3_21223000_21230000"": [""LUCIA""], ""DAY4_12333000_12340000"": [""ALICE""], ""DAY5_11273000_11280000"": [""SHURE""], ""DAY6_20320000_20323000"": [""JAKE""]}"
1124,temporal_reasoning,comparison,Which of the following happened last? A) Jake discusses testing plans and tools with the group talking about rehearsing the event setup B) Shure starts preparing coffee and checks the kitchen C) Lucia remarks that the cooking pot isn't very big D) Alice and Katrina plan items on the whiteboard E) Tasha coordinates supplies and discusses delivery with the group,"[""A"", ""B"", ""C"", ""D"", ""E""]",E,"{""DAY1_12263000_12270000"": [""JAKE""], ""DAY1_14030000_14033000"": [""ALICE""], ""DAY1_19400000_19403000"": [""LUCIA""], ""DAY5_11333000_11340000"": [""SHURE""], ""DAY5_15063000_15070000"": [""TASHA""]}"
1125,temporal_reasoning,comparison,What happened between when Alice was discussing the flower mix ratio and when Katrina was taking photos and chatting about Xianyu?,"[""Alice hosted a cooking class for everyone."", ""Jake joked about routes and a hat trick."", ""Shure presented a project demo on stage."", ""Tasha browsed Pinduoduo and debated setup plans."", ""Lucia washed and plated strawberries.""]",Lucia washed and plated strawberries.,"{""DAY1_19250000_19253000"": [""ALICE""], ""DAY3_22313000_22320000"": [""LUCIA""], ""DAY4_13220000_13223000"": [""KATRINA""], ""DAY5_15143000_15150000"": [""TASHA""], ""DAY5_19530000_19533000"": [""JAKE""]}"
1126,temporal_reasoning,comparison,Which is the correct sequence of events? A) Jake helped pick konjac noodles while shopping with Tasha and Alice. B) Lucia stored cookies and a small bottle in the refrigerator. C) Katrina tested an embossing effect and discussed whether to have a meeting.,"[""B-C-A"", ""C-A-B"", ""B-A-C"", ""A-B-C"", ""A-C-B""]",B-A-C,"{""DAY1_13440000_13443000"": [""LUCIA""], ""DAY1_17550000_17553000"": [""JAKE""], ""DAY1_19353000_19360000"": [""KATRINA""], ""DAY3_20560000_20563000"": [""ALICE""], ""DAY4_16193000_16200000"": [""TASHA""]}"
1127,temporal_reasoning,comparison,"Which of the following happened last? A) Alice unboxed a diffuser, did laundry, organized her room, and ordered food, B) Jake recorded Shure’s performance and coordinated the evening music session C) Lucia planned decor and discussed studies while preparing star stickers, D) Katrina reviewed budget, pressed flowers, and fetched vinegar for dumplings, E) Tasha browsed products on her phone while lightly joining group talks,","[""A"", ""B"", ""C"", ""D"", ""E""]",B,"{""DAY2_17100000_17200000"": [""TASHA""], ""DAY4_13000000_13100000"": [""KATRINA""], ""DAY5_18300000_18400000"": [""ALICE""], ""DAY6_11300000_11400000"": [""LUCIA""], ""DAY6_19500000_20000000"": [""JAKE""]}"
1128,temporal_reasoning,comparison,"Which of the following happened first? A) Alice followed Lucia after checking her phone messages, B) Shure discussed plans to buy liquor for the group, C) Tasha scrolled her phone and organized data cables, D) Jake set up wires and a power strip in the living room, E) Lucia dismantled a cabinet and set aside its panels","[""A"", ""B"", ""C"", ""D"", ""E""]",B,"{""DAY1_13500000_13503000"": [""SHURE""], ""DAY3_16273000_16280000"": [""ALICE""], ""DAY5_11400000_11403000"": [""TASHA""], ""DAY5_11463000_11470000"": [""JAKE""], ""DAY7_15310000_15313000"": [""LUCIA""]}"
1129,temporal_reasoning,comparison,What happened between when Lucia was organizing and scheduling the afternoon setup and when Jake was managing sheet music for the evening jam?,"[""Shure filmed a cooking show in the kitchen."", ""Katrina led a lighthearted relationship talk while juggling messages and music."", ""Lucia hosted a campus tour for visitors that afternoon."", ""Tasha coordinated cupcake auction logistics and guided the room tour."", ""Alice browsed Xiaohongshu, switching apps and reading comments for a while.""]",Tasha coordinated cupcake auction logistics and guided the room tour.,"{""DAY4_17300000_17400000"": [""KATRINA""], ""DAY6_12300000_12400000"": [""LUCIA""], ""DAY6_17400000_17500000"": [""TASHA""], ""DAY6_20200000_20300000"": [""JAKE""], ""DAY7_14400000_14500000"": [""ALICE""]}"
1130,temporal_reasoning,comparison,"Which of the following happened first? A) Lucia organized supplies and claimed a cardboard box, B) Alice shopped and searched the vegetable section, C) Jake questioned Shure while they prepared a charcoal fire, D) Shure listened as Jake wrapped up recording and group chat continued, E) Tasha discussed tearing paper tape with Jake","[""A"", ""B"", ""C"", ""D"", ""E""]",B,"{""DAY3_16450000_16453000"": [""ALICE""], ""DAY3_20440000_20443000"": [""JAKE""], ""DAY4_17423000_17430000"": [""LUCIA""], ""DAY6_21360000_21363000"": [""SHURE""], ""DAY7_18320000_18323000"": [""TASHA""]}"
